date,hour,MCP,load,res,net_load,ramp,abs_ramp
2025-01-27,0,106.46,4373,862,3511,,
2025-01-27,1,118.85,4014,892,3122,-389.0,389.0
2025-01-27,2,99.54,3938,774,3164,42.0,42.0
2025-01-27,3,94.39,3851,725,3126,-38.0,38.0
2025-01-27,4,95.06,3804,675,3129,3.0,3.0
2025-01-27,5,119.99,3967,633,3334,205.0,205.0
2025-01-27,6,150.63,4560,566,3994,660.0,660.0
2025-01-27,7,178.44,5300,511,4789,795.0,795.0
2025-01-27,8,160.0,5510,601,4909,120.0,120.0
2025-01-27,9,130.29,5028,1050,3978,-931.0,931.0
2025-01-27,10,99.89,4235,1426,2809,-1169.0,1169.0
2025-01-27,11,96.27,3504,1664,1840,-969.0,969.0
2025-01-27,12,90.12,2966,1859,1107,-733.0,733.0
2025-01-27,13,103.84,2554,1931,623,-484.0,484.0
2025-01-27,14,130.0,2617,1835,782,159.0,159.0
2025-01-27,15,146.09,3312,1494,1818,1036.0,1036.0
2025-01-27,16,187.93,4523,822,3701,1883.0,1883.0
2025-01-27,17,183.57,5703,283,5420,1719.0,1719.0
2025-01-27,18,188.32,6421,203,6218,798.0,798.0
2025-01-27,19,186.0,6572,240,6332,114.0,114.0
2025-01-27,20,166.05,6519,313,6206,-126.0,126.0
2025-01-27,21,142.03,6141,374,5767,-439.0,439.0
2025-01-27,22,123.18,5638,430,5208,-559.0,559.0
2025-01-27,23,96.93,5135,453,4682,-526.0,526.0
2025-01-28,0,104.46,4651,516,4135,,
2025-01-28,1,110.97,4280,534,3746,-389.0,389.0
2025-01-28,2,103.62,4184,593,3591,-155.0,155.0
2025-01-28,3,99.76,4032,666,3366,-225.0,225.0
2025-01-28,4,103.44,3983,771,3212,-154.0,154.0
2025-01-28,5,116.91,4141,886,3255,43.0,43.0
2025-01-28,6,140.0,4663,918,3745,490.0,490.0
2025-01-28,7,142.0,5421,969,4452,707.0,707.0
2025-01-28,8,143.91,5569,1292,4277,-175.0,175.0
2025-01-28,9,128.42,5162,1750,3412,-865.0,865.0
2025-01-28,10,105.23,4642,2093,2549,-863.0,863.0
2025-01-28,11,75.0,4086,2330,1756,-793.0,793.0
2025-01-28,12,61.8,3796,2549,1247,-509.0,509.0
2025-01-28,13,85.0,3752,2686,1066,-181.0,181.0
2025-01-28,14,116.61,3856,2568,1288,222.0,222.0
2025-01-28,15,129.7,4450,2467,1983,695.0,695.0
2025-01-28,16,144.15,5127,2024,3103,1120.0,1120.0
2025-01-28,17,148.31,5801,1723,4078,975.0,975.0
2025-01-28,18,145.71,6410,1799,4611,533.0,533.0
2025-01-28,19,137.75,6532,1824,4708,97.0,97.0
2025-01-28,20,136.74,6473,1827,4646,-62.0,62.0
2025-01-28,21,119.42,6076,1868,4208,-438.0,438.0
2025-01-28,22,116.12,5578,1919,3659,-549.0,549.0
2025-01-28,23,96.02,5060,1953,3107,-552.0,552.0
2025-01-29,0,95.0,4583,1887,2696,,
2025-01-29,1,88.55,4215,1769,2446,-250.0,250.0
2025-01-29,2,82.97,4109,1743,2366,-80.0,80.0
2025-01-29,3,82.98,3986,1677,2309,-57.0,57.0
2025-01-29,4,88.33,3992,1525,2467,158.0,158.0
2025-01-29,5,112.23,4168,1445,2723,256.0,256.0
2025-01-29,6,143.08,4639,1409,3230,507.0,507.0
2025-01-29,7,160.0,5393,1526,3867,637.0,637.0
2025-01-29,8,145.34,5412,1757,3655,-212.0,212.0
2025-01-29,9,135.64,4880,2094,2786,-869.0,869.0
2025-01-29,10,110.09,4316,2451,1865,-921.0,921.0
2025-01-29,11,92.89,3739,2685,1054,-811.0,811.0
2025-01-29,12,45.94,3404,2901,503,-551.0,551.0
2025-01-29,13,86.36,3337,2881,456,-47.0,47.0
2025-01-29,14,97.02,3501,2982,519,63.0,63.0
2025-01-29,15,128.76,4052,2603,1449,930.0,930.0
2025-01-29,16,161.14,4843,2149,2694,1245.0,1245.0
2025-01-29,17,165.94,5598,1860,3738,1044.0,1044.0
2025-01-29,18,158.37,6202,1876,4326,588.0,588.0
2025-01-29,19,158.4,6332,1864,4468,142.0,142.0
2025-01-29,20,146.42,6283,1975,4308,-160.0,160.0
2025-01-29,21,135.85,5896,2037,3859,-449.0,449.0
2025-01-29,22,124.81,5391,2218,3173,-686.0,686.0
2025-01-29,23,104.95,4938,2294,2644,-529.0,529.0
2025-01-30,0,100.05,4410,2375,2035,,
2025-01-30,1,99.5,3986,2470,1516,-519.0,519.0
2025-01-30,2,97.82,3908,2463,1445,-71.0,71.0
2025-01-30,3,100.0,3806,2520,1286,-159.0,159.0
2025-01-30,4,99.68,3772,2522,1250,-36.0,36.0
2025-01-30,5,112.95,3954,2358,1596,346.0,346.0
2025-01-30,6,141.5,4438,1950,2488,892.0,892.0
2025-01-30,7,154.44,5166,1783,3383,895.0,895.0
2025-01-30,8,160.3,5384,1887,3497,114.0,114.0
2025-01-30,9,145.19,5446,1976,3470,-27.0,27.0
2025-01-30,10,110.01,5426,2206,3220,-250.0,250.0
2025-01-30,11,105.46,5180,2311,2869,-351.0,351.0
2025-01-30,12,113.0,4773,2259,2514,-355.0,355.0
2025-01-30,13,113.3,4463,2355,2108,-406.0,406.0
2025-01-30,14,129.9,4218,2349,1869,-239.0,239.0
2025-01-30,15,153.25,4465,1928,2537,668.0,668.0
2025-01-30,16,161.04,5128,1242,3886,1349.0,1349.0
2025-01-30,17,176.91,5769,893,4876,990.0,990.0
2025-01-30,18,173.14,6379,851,5528,652.0,652.0
2025-01-30,19,161.28,6550,705,5845,317.0,317.0
2025-01-30,20,151.26,6487,712,5775,-70.0,70.0
2025-01-30,21,134.96,6102,654,5448,-327.0,327.0
2025-01-30,22,126.89,5651,619,5032,-416.0,416.0
2025-01-30,23,120.2,5201,646,4555,-477.0,477.0
2025-01-31,0,120.0,4740,691,4049,,
2025-01-31,1,117.41,4298,653,3645,-404.0,404.0
2025-01-31,2,114.04,4196,654,3542,-103.0,103.0
2025-01-31,3,114.2,4034,643,3391,-151.0,151.0
2025-01-31,4,117.1,4017,640,3377,-14.0,14.0
2025-01-31,5,121.78,4155,626,3529,152.0,152.0
2025-01-31,6,148.61,4671,659,4012,483.0,483.0
2025-01-31,7,159.74,5447,587,4860,848.0,848.0
2025-01-31,8,163.7,5323,774,4549,-311.0,311.0
2025-01-31,9,117.22,4330,1385,2945,-1604.0,1604.0
2025-01-31,10,103.52,3340,1810,1530,-1415.0,1415.0
2025-01-31,11,39.7,2562,2038,524,-1006.0,1006.0
2025-01-31,12,41.45,2135,2180,-45,-569.0,569.0
2025-01-31,13,80.0,2052,2115,-63,-18.0,18.0
2025-01-31,14,119.98,2288,1962,326,389.0,389.0
2025-01-31,15,152.5,2986,1505,1481,1155.0,1155.0
2025-01-31,16,168.0,4150,859,3291,1810.0,1810.0
2025-01-31,17,200.01,5382,341,5041,1750.0,1750.0
2025-01-31,18,184.49,6088,188,5900,859.0,859.0
2025-01-31,19,179.0,6256,165,6091,191.0,191.0
2025-01-31,20,162.66,6200,127,6073,-18.0,18.0
2025-01-31,21,152.7,5892,123,5769,-304.0,304.0
2025-01-31,22,148.08,5528,115,5413,-356.0,356.0
2025-01-31,23,133.11,5158,116,5042,-371.0,371.0
